CHEM_ID,LIB_ID,COMP_ID,CHRO_LIB_ENTRY_ID,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,TYPE,INCHIKEY,SMILES,CHEMICAL_NAME,PLOT_NAME,CAS,CHEMSPIDER,HMDB,KEGG,PUBCHEM,PLATFORM
100009055,402,52634,165387,Lipid,Diacylglycerol,2908,NAMED,,CCCCCCCCCCCCCCCC(OCC(O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)=O,palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*,palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*,,,HMDB0007103,,131801744,Pos Late
100009056,209,52743,166412,Nucleotide,Dinucleotide,4296,NAMED,HQXUOLIEBGPXRE-VMIOUTBZBZ,O[C@H]([C@@H]1OP(OC[C@H]2O[C@@H](N(C=CC3=O)C(N3)=O)[C@H](O)[C@@H]2O)(O)=O)[C@@H](O[C@@H]1CO)N4C(N=C(N)NC5=O)=C5N=C4,(3'-5')-guanylyluridine,(3'-5')-guanylyluridine,4785-07-3,32821064,,,145459101,Neg
100009058,209,52741,166410,Nucleotide,Dinucleotide,4299,NAMED,KXSPLNAXPMVUEC-NCOIDOBVBZ,O[C@H]1[C@H](N(C=CC2=O)C(N2)=O)O[C@H](CO)[C@H]1OP(OC[C@H]3O[C@@H](N(C=CC4=O)C(N4)=O)[C@H](O)[C@@H]3O)(O)=O,(3'-5')-uridylyluridine,(3'-5')-uridylyluridine,2415-43-2,92384,,,145459105,Neg
100009059,209,52739,166408,Nucleotide,Dinucleotide,4300,NAMED,SWTWQWKNQDDGCS-UHFFFAOYAF,OC1C(C(CO)OC1N(C=C2)C(N([H])C2=O)=O)OP(OCC(C(C3O)O)OC3N4C5=NC=NC(N([H])[H])=C5N=C4)(O)=O,(3'-5')-uridylyladenosine,(3'-5')-uridylyladenosine,3256-24-4,240299,,,92951,Neg
100009060,209,52740,166409,Nucleotide,Dinucleotide,4288,NAMED,RNNPIPQLZRGXIG-KPKSGTNCBC,O[C@H]([C@@H]1OP(OC[C@H]2O[C@@H](N(C=CC3=O)C(N3)=O)[C@H](O)[C@@H]2O)(O)=O)[C@@H](O[C@@H]1CO)N4C(N=CN=C5N)=C5N=C4,(3'-5')-adenylyluridine,(3'-5')-adenylyluridine,3051-84-1,100483,,,145459093,Neg
100009062,209,52753,166413,Nucleotide,Dinucleotide,4286,NAMED,NHEPQPHJXSVOGF-KPKSGTNCBO,O[C@H]([C@@H]1OP(OC[C@H]2O[C@@H](N(C=CC(N)=N3)C3=O)[C@H](O)[C@@H]2O)(O)=O)[C@@H](O[C@@H]1CO)N4C(N=CN=C5N)=C5N=C4,(3'-5')-adenylylcytidine,(3'-5')-adenylylcytidine,4833-63-0,9050769,,,10875494,Neg
100009064,209,52746,166416,Nucleotide,Dinucleotide,4295,NAMED,DQTQQHQGSZWEMR-VMIOUTBZBX,O[C@H]([C@@H]1OP(OC[C@H]2O[C@@H](N(C=CC(N)=N3)C3=O)[C@H](O)[C@@H]2O)(O)=O)[C@@H](O[C@@H]1CO)N4C(N=C(N)NC5=O)=C5N=C4,(3'-5')-guanylylcytidine,(3'-5')-guanylylcytidine,4785-04-0,96791,,,145459099,Neg
100009066,402,52669,208075,Lipid,Phosphatidylinositol (PI),2535,NAMED,,O=C(CCCCCCCCCCCCCCC)OC[C@@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COP(O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)(O)=O,1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*,1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*,,24767668,HMDB0009783,,71296232,Pos Late
100009069,402,52677,165443,Lipid,Plasmalogen,2802,NAMED,,[H][C@](OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(COP(OCCN)(O)=O)CO/C=C\CCCCCCCCCCCCCC,1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,,24769229,HMDB0011343,,52925127,Pos Late
100009078,402,52687,165457,Lipid,Phosphatidylethanolamine (PE),2445,NAMED,,O=C(CCCCCCC/C=C\CCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,,7825703,HMDB0005349,,9546753,Pos Late
100009130,402,52697,165470,Lipid,Phosphatidylcholine (PC),2359,NAMED,,O=C(CCCCCCC/C=C\CCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O,1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*,1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*,,24766785,HMDB0008123,,24778955,Pos Late
100009131,402,52710,165488,Lipid,Phosphatidylcholine (PC),2366,NAMED,,O=C(CCCCCCC/C=C\C/C=C\CCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,,24766809,HMDB0008147,C05208,24778979,Pos Late
100009139,402,53195,166625,Lipid,Phosphatidylcholine (PC),2267,NAMED,,O=C(CCCCCCCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,,24766559,HMDB0007883,,24778634,Pos Late
100009154,402,54812,183735,Lipid,Phosphatidylcholine (PC),2290,NAMED,,O=C(CCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCCC/C=C\C/C=C\C/C=C\CCCCC)=O,1-palmitoyl-2-gamma-linolenoyl-GPC (16:0/18:3n6)*,1-palmitoyl-2-gamma-linolenoyl-GPC (16:0/18:3n6)*,,24766645,HMDB0007974,,24778699,Pos Late
100009160,402,52713,165492,Lipid,Plasmalogen,2804,NAMED,,[H][C@](OC(CCCCCCC/C=C\CCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)CO/C=C\CCCCCCCCCCCCCC,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,,24767482,HMDB0011207,,52923882,Pos Late
100009162,402,52716,165495,Lipid,Plasmalogen,2803,NAMED,,[H][C@](OC(CCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)CO/C=C\CCCCCCCCCCCCCC,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,,9322076,HMDB0011206,,11146967,Pos Late
100009204,402,57341,210842,Lipid,Phosphatidylethanolamine (PE),2405,NAMED,,O=C(CCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCCCCCCCCCCCCCC)=O,"1,2-dipalmitoyl-GPE (16:0/16:0)*","1,2-dipalmitoyl-GPE (16:0/16:0)*",,393103,HMDB0008923,,445468,Pos Late
100009205,402,57388,210931,Lipid,Phosphatidylethanolamine (PE),2408,NAMED,,O=C(CCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCCCCCCCCCCCCCCCC)=O,1-palmitoyl-2-stearoyl-GPE (16:0/18:0)*,1-palmitoyl-2-stearoyl-GPE (16:0/18:0)*,,4484107,HMDB08925,,5326793,Pos Late
100009217,402,53174,166599,Lipid,Phosphatidylethanolamine (PE),2453,NAMED,,O=C(CCCCCCC/C=C\C/C=C\CCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O,"1,2-dilinoleoyl-GPE (18:2/18:2)*","1,2-dilinoleoyl-GPE (18:2/18:2)*",,7825762,HMDB0009093,,9546812,Pos Late
100009219,402,55041,210837,Lipid,Phosphatidylethanolamine (PE),2448,NAMED,,O=C(CCCCCCC/C=C\CCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*,1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*,,24768534,HMDB0009069,,348281223,Pos Late
100009220,402,53209,166647,Lipid,Phosphatidylethanolamine (PE),2452,NAMED,,O=C(CCCCCCC/C=C\CCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O,1-oleoyl-2-docosahexaenoyl-GPE (18:1/22:6)*,1-oleoyl-2-docosahexaenoyl-GPE (18:1/22:6)*,,24768542,HMDB0009078,,52922113,Pos Late
100009222,402,53189,166619,Lipid,Phosphatidylethanolamine (PE),2455,NAMED,,O=C(CCCCCCC/C=C\C/C=C\CCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,,24768565,HMDB0009102,,348279332,Pos Late
100009225,402,52748,165539,Lipid,Plasmalogen,2811,NAMED,,[H][C@](OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(COP(OCCN)(O)=O)CO/C=C\CCCCCCCCCCCCCCCC,1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*,1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*,,24769261,HMDB0011376,,,Pos Late
100009227,209,54885,207774,Lipid,Lysophospholipid,2716,NAMED,,[H][C@@](CO)(O)COP(OC[C@]([H])(O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(O)=O,1-linoleoyl-GPG (18:2)*,1-linoleoyl-GPG (18:2)*,,,,,,Neg
100009232,400,53231,179281,Xenobiotics,Chemical,6240,NAMED,DZLNHFMRPBPULJ-VKHMYHEABX,O=C(O)[C@]1(NCSC1)[H],thioproline,thioproline,34592-47-4,84120,,,93176,Pos Early
100009233,402,52944,166270,Lipid,Fatty Acid Metabolism (Acyl Choline),1944,NAMED,,C[N+](C)(C)CCOC(CCCCCCCCCCCCCC[CH2-])=O,palmitoylcholine,palmitoylcholine,,133731,HMDB0240592,,151731,Pos Late
100009246,400,53229,179277,Amino Acid,"Glycine, Serine and Threonine Metabolism",16,NAMED,CDUUKBXTEOFITR-UHFFFAOYAW,OCC(N)(C)C(O)=O,2-methylserine,2-methylserine,,85112,,C02115,94309,Pos Early
100009264,209,52983,166140,Lipid,Primary Bile Acid Metabolism,3473,NAMED,,O[C@H]1[C@@]2([C@@]([H])([C@]3(CC[C@H](C[C@]3(C1)[H])O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(O)=O)O)O)O)C)CC[C@]5([C@]2(CC[C@@H]5[C@@H](CCC(NCC(O)=O)=O)C)[H])C)[H],glycochenodeoxycholate glucuronide (1),glycochenodeoxycholate glucuronide (1),,,HMDB0002579,,44263370,Neg
100009271,400,52984,166220,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",1921,NAMED,,CC(O)CC(OC(C[N+](C)(C)C)CC([O-])=O)=O,(S)-3-hydroxybutyrylcarnitine,(S)-3-hydroxybutyrylcarnitine,,,HMDB0013127,,71464477,Pos Early
100009272,402,53013,166346,Lipid,Hexosylceramides (HCER),3058,NAMED,,[H][C@](O)([C@@](NC(CCCCCCCCCCCCCCC)=O)(CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[H])/C=C/CCCCCCCCCCCCC,glycosyl-N-palmitoyl-sphingosine (d18:1/16:0),glycosyl-N-palmitoyl-sphingosine (d18:1/16:0),,,,,,Pos Late
100009329,305,63590,222872,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,4349,NAMED,SKKZOYBAANIUOV-ZAFYKAAXBH,O[C@@H](CO)[C@@](C1=O)([H])OC(O)=C1OS(O)(=O)=O,ascorbic acid 2-sulfate,ascorbic acid 2-sulfate,,77998,HMDB0060649,,54676864,Polar
100009331,402,53260,179345,Lipid,Fatty Acid Metabolism (Acyl Choline),1945,NAMED,,O=C(CCCCCCC/[C-]=C/CCCCCCCC)OCC[N+](C)(C)C,oleoylcholine,oleoylcholine,,,HMDB0240596,,59040790,Pos Late
100009332,402,53261,179347,Lipid,Fatty Acid Metabolism (Acyl Choline),1953,NAMED,,O=C(CCC/[C-]=C/C/C=C/C/C=C/C/C=C/CCCCC)OCC[N+](C)(C)C,arachidonoylcholine,arachidonoylcholine,,,HMDB0240583,,122198216,Pos Late
100009334,402,53257,179341,Lipid,Fatty Acid Metabolism (Acyl Choline),1946,NAMED,,O=C(CCCCCCC/[C-]=C/CCCCCC)OCC[N+](C)(C)C,palmitoloelycholine,palmitoloelycholine,,,,,,Pos Late
100009343,402,53176,166602,Lipid,Phosphatidylcholine (PC),2361,NAMED,,O=C(CCCCCCC/C=C\C/C=C\CCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCCCCCC/C=C\C/C=C\C/C=C\CC)=O,1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*,1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*,,24766802,HMDB0008141,,52922731,Pos Late
100009345,402,53180,166609,Lipid,Phosphatidylcholine (PC),2311,NAMED,,O=C(CCCCCCC/C=C\CCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCCCCCC/C=C\C/C=C\C/C=C\CC)=O,1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3)*,1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3)*,,24766677,HMDB0008008,,52922452,Pos Late
100009390,400,54762,207493,Xenobiotics,Drug - Neurological,5831,NAMED,PYZRQGJRPPTADH-UHFFFAOYAN,NC1=NN=C(C2=C(Cl)C(Cl)=CC=C2)C(N)=N1,lamotrigine,lamotrigine,,3741,HMDB0014695,D00354,3878,Pos Early
100009393,209,57651,212701,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1552,NAMED,KBGYPXOSNDMZRV-PDBXOOCHBB,CC/C=C\C/C=C\C/C=C\CCCCCC(O)=O,hexadecatrienoate (16:3n3),hexadecatrienoate (16:3n3),7561-64-0,4471853,,,91820460,Neg
100009394,209,57652,212703,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1567,NAMED,WPJGPAAPSBVXNU-HZJYTTRNBL,CCCCC/C=C\C/C=C\CCCCCC(O)=O,hexadecadienoate (16:2n6),hexadecadienoate (16:2n6),28290-73-5,13628094,HMDB0000477,,13932172,Neg
100009406,402,53223,178791,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1886,NAMED,JFAGPSOZZSTLRF-KHPPLWFEBO,O=C(OC(CC([O-])=O)C[N+](C)(C)C)CCCCCCC/C=C\CCCCCC,palmitoleoylcarnitine (C16:1)*,palmitoleoylcarnitine (C16:1)*,,28639183,,,71464547,Pos Late
100010869,305,57547,211434,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",429,NAMED,AOWPAWLEXIYETE-UHFFFAOYAH,OC(C)(C(O)=O)C(C)O,"2,3-dihydroxy-2-methylbutyrate","2,3-dihydroxy-2-methylbutyrate",14868-24-7,266858,HMDB0029576,,301941,Polar
100010895,400,57554,211532,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",4265,NAMED,RFCQJGFZUQFYRF-ZOQUXTDFBZ,O=C1N(C=CC(N)=N1)[C@@H]([C@H](OC)[C@@H]2O)O[C@@H]2CO,2'-O-methylcytidine,2'-O-methylcytidine,2140-72-9,133067,,,150971,Pos Early
100010896,209,57655,212709,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4224,NAMED,SXUXMRMBWZCMEN-ZOQUXTDFBL,CO[C@@H]1[C@@H]([C@H](O[C@H]1N2C=CC(NC2=O)=O)CO)O,2'-O-methyluridine,2'-O-methyluridine,2140-76-3,92343,,,102212,Neg
100010921,402,54947,208032,Lipid,Diacylglycerol,2921,NAMED,,CCCCCCCCCCCCCCCCCC(OCC(CO)OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)=O,stearoyl-linoleoyl-glycerol (18:0/18:2) [2]*,stearoyl-linoleoyl-glycerol (18:0/18:2) [2]*,,,,,,Pos Late
100010922,402,54955,208040,Lipid,Diacylglycerol,2942,NAMED,,OC[C@](OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)(COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)[H],linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*,linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*,,,HMDB0007257,,9543796,Pos Late
100010923,402,54956,208041,Lipid,Diacylglycerol,2943,NAMED,,OC[C@](COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)([H])OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*,linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*,,,HMDB0007257,,9543796,Pos Late
100010924,402,54957,208042,Lipid,Diacylglycerol,2914,NAMED,,CCCCCCCCCCCCCCCC(OCC(OC(CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)CO)=O,palmitoyl-arachidonoyl-glycerol (16:0/20:4) [1]*,palmitoyl-arachidonoyl-glycerol (16:0/20:4) [1]*,,,HMDB0007112,,9543736,Pos Late
100010925,402,54958,208043,Lipid,Diacylglycerol,2915,NAMED,,CCCCCCCCCCCCCCCC(OCC(CO)OC(CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)=O,palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*,palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*,,,HMDB0007112,,9543736,Pos Late
100010929,402,54950,208035,Lipid,Diacylglycerol,2947,NAMED,,CCCCC/C=C/C/C=C/CCCCCCCC(OCC(CO)OC(CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)=O)=O,linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [2]*,linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [2]*,,,HMDB0007266,,9543899,Pos Late
100010937,402,54961,208046,Lipid,Diacylglycerol,2941,NAMED,,CCCCCCCC/C=C/CCCCCCCC(OCC(OC(CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)CO)=O,oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*,oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*,,,HMDB0007228,,9543786,Pos Late
100010941,402,54968,208053,Lipid,Diacylglycerol,2932,NAMED,,CCCCC/C=C/C/C=C/CCCCCCCC(OCC(OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)CO)=O,linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*,linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*,,,HMDB0007248,,9543729,Pos Late
100010942,402,54969,208054,Lipid,Diacylglycerol,2933,NAMED,,CCCCC/C=C/C/C=C/CCCCCCCC(OCC(OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)CO)=O,linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*,linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*,,,HMDB0007248,,9543729,Pos Late
100010949,402,57450,211104,Lipid,Diacylglycerol,2938,NAMED,,CCCCCCCCCCCCCCCCCC(OCC(OC(CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)CO)=O,stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*,stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*,,,HMDB0007170,C00165,6438587,Pos Late
100010950,402,57449,211103,Lipid,Diacylglycerol,2939,NAMED,,CCCCCCCCCCCCCCCCCC(OCC(CO)OC(CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)=O,stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*,stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*,,,HMDB0007170,,6438587,Pos Late
100010951,402,54994,208087,Lipid,Phosphatidylinositol (PI),2562,NAMED,,CCCCCCCC/C=C/CCCCCCCC(OCC(OC(CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)COP(O)(OC1C(O)C(O)C(O)C(O)C1O)=O)=O,1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,,,,,,Pos Late
100015609,402,57416,211068,Lipid,Ceramides,3032,NAMED,,[H][C@](NC(CCCCCCCCCCCCCCC)=O)(CO)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC,N-palmitoyl-sphingadienine (d18:2/16:0)*,N-palmitoyl-sphingadienine (d18:2/16:0)*,,,,,,Pos Late
100015616,402,57387,210930,Lipid,Diacylglycerol,2944,NAMED,,CCCCCCCCCCCCCCCCCC(OCC(OC(CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)=O)CO)=O,stearoyl-docosahexaenoyl-glycerol (18:0/22:6) [1]*,stearoyl-docosahexaenoyl-glycerol (18:0/22:6) [1]*,,,HMDB0056061,,,Pos Late
100015617,402,57368,210895,Lipid,Diacylglycerol,2945,NAMED,,CCCCCCCCCCCCCCCCCC(OCC(OC(CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)=O)CO)=O,stearoyl-docosahexaenoyl-glycerol (18:0/22:6) [2]*,stearoyl-docosahexaenoyl-glycerol (18:0/22:6) [2]*,,,,,,Pos Late
100015618,402,57373,210900,Lipid,Diacylglycerol,2917,NAMED,,CCCCCCCCCCCCCCCC(OCC(OC(CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)=O)CO)=O,palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [1]*,palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [1]*,,,HMDB0007121,,9543827,Pos Late
100015619,402,57374,210901,Lipid,Diacylglycerol,2918,NAMED,,CCCCCCCCCCCCCCCC(OCC(OC(CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)=O)CO)=O,palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [2]*,palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [2]*,,,HMDB0007121,,9543827,Pos Late
100015620,402,57370,210897,Lipid,Lactosylceramides (LCER),3092,NAMED,MKOKWBRPIBQYJJ-VMHDMWLQBO,[H][C@](NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O)(CO[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O2)CO)[C@H](O1)CO)[C@@](O)([H])/C=C/CCCCCCCCCCCCC,lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*,lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*,,24846896,,,,Pos Late
100015637,209,57663,212725,Lipid,"Fatty Acid, Monohydroxy",1975,NAMED,RPGJJWLCCOPDAZ-UHFFFAOYAL,CCCCCCCCCCCCCCCCCCCCC(O)C(O)=O,2-hydroxybehenate,2-hydroxybehenate,,167899,HMDB0061660,,193484,Neg
100015638,209,61698,217999,Lipid,"Fatty Acid, Monohydroxy",1977,NAMED,UFOOFOUFKSIFCD-KTKRTIGZBH,OC(C(O)=O)CCCCCCCCCCCC/C=C\CCCCCCCC,2-hydroxynervonate*,2-hydroxynervonate*,,4472208,,,5312783,Neg
100015640,209,57659,212717,Lipid,Endocannabinoid,2199,NAMED,BFVRFWIQTACAPT-KRWDZBQOBQ,O=C(CCCCCCCCCCCCCCC)N([H])[C@H](C(O)=O)CO,N-palmitoylserine,N-palmitoylserine,"58725-46-5,474943-14-1",4956046,,,6453686,Neg
100015641,209,57664,212727,Lipid,Endocannabinoid,2197,NAMED,MBDKGXAMSZIDKF-KTKRTIGZBQ,CCCCCCCC/C=C\CCCCCCCC(NC(C(O)=O)CO)=O,N-oleoylserine,N-oleoylserine,,21466990,,,44190514,Neg
100015643,402,57426,211079,Lipid,Sphingolipid Synthesis,3003,NAMED,KWDXKYNWAKMLKK-YQMRQDNGBF,OC(/C=C/CCCCCCCC/C=C\CCC)C(CO)N([H])[H],sphingadienine,sphingadienine,25696-03-1,4952479,,,6449795,Pos Late
100015666,400,57404,211020,Lipid,Phospholipid Metabolism,2242,NAMED,ZWZWYGMENQVNFU-AKGZTFGVBY,OC([C@@H](N)COP(OCC(CO)O)(O)=O)=O,glycerophosphoserine*,glycerophosphoserine*,,2339060,,,3081457,Pos Early
100015723,402,57428,211081,Lipid,Sphingosines,3168,NAMED,BTUSGZZCQZACPT-YYZTVXDQBI,OC[C@H](N)[C@H](O)/C=C/CCCCCCCCCCC,hexadecasphingosine (d16:1)*,hexadecasphingosine (d16:1)*,,28533427,,,14767871,Pos Late
100015735,402,57432,211086,Lipid,Ceramides,3048,NAMED,,OC(/C=C/CCCCCCCCCCCCC)C(CO)NC(CCCCCCCCCCCCC)=O,"ceramide (d18:1/14:0, d16:1/16:0)*","ceramide (d18:1/14:0, d16:1/16:0)*",,,,,,Pos Late
100015737,402,57434,211088,Lipid,Ceramides,3049,NAMED,,OC(/C=C/CCCCCCCCCCCCC)C(CO)NC(CCCCCCCCCCCCCCCC)=O,"ceramide (d18:1/17:0, d17:1/18:0)*","ceramide (d18:1/17:0, d17:1/18:0)*",,,,,,Pos Late
100015744,402,57443,211097,Lipid,Ceramides,3053,NAMED,,CCCCCCCCCCCCC/C=C/C(O)C(NC(CCC/C=C/CC/C=C/CCCCCCCCCCCCCC)=O)CO,"ceramide (d18:2/24:1, d18:1/24:2)*","ceramide (d18:2/24:1, d18:1/24:2)*",,,,,,Pos Late
100015745,402,57453,211107,Lipid,Hexosylceramides (HCER),3083,NAMED,,OC(/C=C/CCCCCCCC/C=C\CCC)C(COC1C(O)C(O)C(O)C(CO)O1)NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O,"glycosyl ceramide (d18:2/24:1, d18:1/24:2)*","glycosyl ceramide (d18:2/24:1, d18:1/24:2)*",,,,,,Pos Late
100015759,402,57464,211120,Lipid,Fatty Acid Metabolism (Acyl Choline),1951,NAMED,,C[N+](C)(C)C[CH-]OC(CCCCCCCCCCCCCCCCC)=O,stearoylcholine*,stearoylcholine*,,,,,90111,Pos Late
100015760,402,57463,211119,Lipid,Fatty Acid Metabolism (Acyl Choline),1949,NAMED,,C[N+](C)(C)C[CH-]OC(CCCCCCC/C=C/C/C=C/CCCCC)=O,linoleoylcholine*,linoleoylcholine*,,,HMDB0013213,,53481656,Pos Late
100015776,400,57794,213857,Xenobiotics,Drug - Gastrointestinal,5737,NAMED,FELGMEQIXOGIFQ-UHFFFAOYAL,CC1=NC=CN1CC2CCC3=C(C2=O)c4c(N3C)cccc4,ondansetron,ondansetron,99614-02-5,4434,HMDB0005035,C07325,4595,Pos Early
